id,audit_modifiedBy,audit_modifiedDate,deprecato,info_idEsterno,info_idIstanzaAttivitaMassiva,info_data,audit_createdBy,audit_createdDate,info_origineInformazione,beneficiarioEstensioneBenefici,classeBenePegno,classeGaranzia,codiceIdentificativoGaranziaConsortile,codiceOriginario,concessioneEstensioneBenefici,consolidabile,consolidata,controgaranzia,coperturaGaranzia,corrispondeAllaDataCerta,dataAcquisizione,dataAtto,dataConsolidamento,dataEscussione,dataEstinzione,dataIscrizione,dataRinnovo,dataRinuncia,dataScadenza,garanziaRealeSuccessiva,numeroAtto,percentualeControgaranzia,percentualeGaranzia,periodoConsolidamento,prestataInViaSolidale,registroGenerale,registroParticolare,statoGaranzia,titolaritaBeniIpotecati,valoreAlDefault,valoreEscusso,valoreMassimoGarantito,valoreNominale,valorePrestito,valoreRivalutato,version,infoEntita_id,naturaAtto_id,posizione_id,sottotipoGaranzia_id,tipoGaranzia_id,elementoOrganizzativoConservatoria_id,contestata,escussa,prevedeSegnalazioneBI,rinnovata,valoreNominalePoziori,valoreResiduoPoziori,controgaranziaPropria,dataDeliberaControgarante,dataLiberazione,importoAccantonato,importoNonAccantonato,liberata,nomeCompletoConsorzioGaranzia,nonRinnovabile,valoreResiduo,causaleNonRinnovabilita_id,tipoEstinzioneGaranzia_id,codiceIdentificativoCaveau,codiceRiferimentoSottosistema1,codiceRiferimentoSottosistema2,codiceRiferimentoSottosistema3,codiceRiferimentoSottosistema4,codiceRiferimentoSottosistema5,dataContestazione,fondiario,materialita,numeroGaranzia,numeroPreAtto,raccolta,repertorio,solvibilita,elementoOrganizzativoFilialeOrigine_id,statoGaranziaEsteso_id,attoMutuo_id,ipotecaFrazionata,percAssetNonFinanziato,valoreAssetAGaranzia,descrizioneLineaGarantita,codiceIdentificativoControgaranzia,contattoCreditoreOriginario_id,valoreGarantito
88,-1,06:57.3,,341808_1,,,-1,06:57.3,1,,,2,,,0,1,,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,5529,,,1,,,836,1,1,,,,"120,000","60,000",,1,,,"30,386",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,-1,06:57.3,,342112_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4081,,,1,,,615,1,1,,,,"20,000","11,220.79",,1,,,"541,576",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,-1,06:57.3,,342686_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,8456,,,1,,,1308,1,1,,,,"40,000","20,650.31",,1,,,"542,139",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,-1,06:57.3,,342788_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,11466,,,1,,,2729,1,1,,,,"20,000","11,308.78",,1,,,"542,234",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,-1,06:57.3,,343068_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,47031,,,2,,,8970,1,1,,,,"25,000","12,940.01",,1,,,"542,513",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,-1,06:57.3,,343414_1,,,-1,06:57.3,1,,,2,,,0,1,,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,21471,,,1,,,5303,1,1,,,,"400,000","200,000",,1,,,"542,847",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,-1,06:57.3,,343414_2,,,-1,06:57.3,1,,,2,,,0,1,,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4823,,,1,,,4823,1,1,,,,"50,082.42","25,041.21",,1,,,"542,847",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,-1,06:57.3,,343414_3,,,-1,06:57.3,1,,,2,,,0,1,,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,26773,,,1,,,6640,1,1,,,,"28,000","14,785.39",,1,,,"542,847",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,-1,06:57.3,,343583_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,60429,,,1,,,9583,1,1,,,,"22,000","11,020.06",,1,,,"543,009",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,-1,06:57.3,,343788_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,94527,,,2,,,22752,1,1,,,,"40,000","30,895.02",,1,,,"793,615",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,-1,06:57.3,,344427_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,12169,,,1,,,2698,1,1,,,,"16,000","10,733.31",,1,,,"30,592",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,-1,06:57.3,,347739_1,,,-1,06:57.3,1,,,1,,HOIST_2000000091,,,,,0,,,,,,,,,,,0,,,,0,1,,,1,0,,0,,0,,,1,"1,481,642",,"488,710",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,-1,06:57.3,,347750_1,,,-1,06:57.3,1,,,1,,812545,,,,,0,,,,,,,,,,,0,,,,0,1,,,1,0,,0,,"6,713.94",,,1,"1,481,643",,"488,715",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,-1,06:57.3,,347779_1,,,-1,06:57.3,1,,,1,,HOIST_2000000091,,,,,0,,,,,,,,,,,0,,,,0,1,,,1,0,,0,,0,,,1,"1,481,644",,"488,737",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,-1,06:57.3,,347792_1,,,-1,06:57.3,1,,,1,,HOIST_2000000091,,,,,0,,,,,,,,,,,0,,,,0,1,,,1,0,,0,,0,,,1,"1,481,645",,"488,748",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"1,414",50:49.9,,348529_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,00:00.0,,,00:00.0,,,,,1,,,,1,1,,,,"160,000","80,000",,2,,,"486,782",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,676,45:20.2,,348534_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,00:00.0,,,00:00.0,,291,,,1,,,24,6,1,,,,"124,000","62,000",,3,,,"486,785",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,-1,06:57.3,,348536_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,36044,,,1,,,4746,1,1,,,,"154,937.07","77,458.53",,1,,,"486,786",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,-1,06:57.3,,348539_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"162,000","81,000",,1,"1,481,646",,"486,787",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,-1,06:57.3,,348543_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,57303,,,1,,,8206,1,1,,,,"120,000","60,000",,1,,,"486,791",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,-1,06:57.3,,348545_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,2,,,5453,1,1,,,,"278,886.90","239,443.36",,1,,,"486,792",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,-1,06:57.3,,348547_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"26,855.78","53,711.52",,1,"1,481,647",,"486,794",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,-1,06:57.3,,348550_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,14569,,,1,,,1444,1,1,,,,"70,000","35,000",,1,,,"486,797",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,-1,06:57.3,,348550_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,12320,,,1,,,1251,1,1,,,,"137,377.54","68,688.77",,1,,,"486,797",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,-1,06:57.3,,348551_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,00:00.0,,,,,,,1,,,,1,1,,,,"175,595.35","87,797.77",,1,,,"486,798",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,-1,06:57.3,,348555_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,2,,,,"700,000","350,000",,1,"1,481,648",,"486,799",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,-1,06:57.3,,348556_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,41757,,,1,,,6142,1,1,,,,"100,000,000","200,000,000",,1,,,"486,800",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,-1,06:57.3,,348559_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,,00:00.0,,,,00:00.0,,,,,,,1,,,,1,1,,,,"130,000","41,000",,1,,,"486,802",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,-1,06:57.3,,348575_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,,00:00.0,,,,00:00.0,,,,,,,1,,,,1,1,,,,"234,000","117,000",,1,,,"486,809",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,-1,06:57.3,,348581_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,00:00.0,,,,,,,1,,,,1,1,,,,"46,481.12","23,240.56",,1,,,"486,815",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,-1,06:57.3,,348587_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,00:00.0,,,,,,,1,,,,1,1,,,,"196,253.62","98,126.81",,1,,,"486,819",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,-1,06:57.3,,348601_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,00:00.0,,,,,,,1,,,,1,1,,,,"92,962.24","46,481.12",,1,,,"486,829",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,-1,06:57.3,,348602_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"92,962.24","46,481.12",,1,,,"486,830",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,-1,06:57.3,,348655_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,5052,,,1,,,1267,1,1,,,,"19,000","9,871.31",,1,,,"515,380",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,-1,06:57.3,,349020_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,124771,,,1,,,26641,1,1,,,,"17,800","8,963.92",,1,,,"31,003",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,-1,06:57.3,,349109_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,62445,,,1,,,14311,1,1,,,,"27,400","13,654.72",,1,,,"31,066",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,-1,06:57.3,,349819_1,,,-1,06:57.3,1,,,2,,,0,1,,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,35338,,,1,,,9017,1,1,,,,"240,000","120,000",,1,,,"516,825",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,-1,06:57.3,,351659_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,17748,,,2,,,3945,1,1,,,,"18,000","9,468.23",,1,,,"721,902",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,-1,06:57.3,,353982_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,149917,,,1,,,35375,1,2,,,,"25,000","16,111.31",,1,,,"726,246",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,-1,06:57.3,,356857_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,144509,,,1,,,30632,1,1,,,,"24,000","12,216.23",,1,,,"437,337",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,-1,06:57.3,,357423_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,22381,,,1,,,2423,1,2,,,,"15,000","8,993.98",,1,,,"32,239",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,-1,06:57.3,,357963_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,1192,1,1,,,,"30,000","14,655.62",,1,,,"32,623",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,-1,06:57.3,,358452_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,32786,,,1,,,5040,1,1,,,,"25,000","12,051.43",,1,,,"70,218",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,-1,06:57.3,,360877_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4935,,,1,,,942,1,1,,,,"32,000","1,599,924",,1,,,"791,508",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,-1,06:57.3,,365204_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,24785,,,1,,,3447,1,2,,,,"15,000","9,137.53",,1,,,"629,287",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,-1,06:57.3,,365205_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,24785,,,1,,,3447,1,2,,,,"15,000","9,137.53",,1,"1,481,649",,"33,650",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,-1,06:57.3,,365386_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,95769,,,1,,,23387,1,1,,,,"19,800","9,995.64",,1,,,"839,696",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,-1,06:57.3,,365881_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,2402,,,1,,,515,1,1,,,,"20,000","10,217.99",,1,,,"33,075",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,-1,06:57.3,,366573_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,31865,,,1,,,7403,1,1,,,,"22,400","11,197.85",,1,,,"33,550",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,-1,06:57.3,,375601_1,,,-1,06:57.3,1,IPOTECA TRC SPA,,2,,,1,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"17,350","8,675.01",,1,,,"628,824",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,-1,06:57.3,,383596_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4700,,,1,,,833,1,1,,,,"20,000","10,358.73",,1,,,"87,957",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,-1,06:57.3,,383685_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,12190,,,1,,,1706,1,2,,,,"15,000","10,095.48",,1,,,"88,183",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,-1,06:57.3,,399444_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,10527,,,2,,,2148,1,1,,,,"23,200","11,548.72",,1,,,"554,584",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-1,06:57.3,,426592_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"20,000","11,515.96",,1,,,"554,733",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,-1,06:57.3,,426827_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,149918,,,1,,,35376,1,1,,,,"20,000","12,291.35",,1,,,"553,604",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,-1,06:57.3,,427583_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,5221,,,1,,,1085,1,1,,,,"26,000","13,114.59",,1,,,"33,841",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,-1,06:57.3,,430398_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,46374,,,1,,,9416,1,1,,,,"20,000","15,285.49",,1,,,"837,151",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,-1,06:57.3,,430456_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,12598,,,1,,,2351,1,1,,,,"25,000","14,064.47",,1,,,"34,046",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,-1,06:57.3,,430540_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,16099,,,1,,,3901,1,1,,,,"23,600","11,803.80",,1,,,"34,428",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,-1,06:57.3,,430545_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,35580,,,1,,,7650,1,1,,,,"20,000","11,045.81",,1,,,"34,274",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,-1,06:57.3,,444835_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4701,,,1,,,834,1,1,,,,"32,000","19,041.64",,1,,,"660,544",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,-1,06:57.3,,445166_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,17327,,,1,,,2401,1,1,,,,"45,000","42,216.36",,1,,,"660,403",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,-1,06:57.3,,445307_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,9793,,,2,,,2266,1,1,,,,"20,000","10,396.85",,1,,,"661,009",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,-1,06:57.3,,445455_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,17976,,,1,,,2138,1,1,,,,"30,000","22,566.45",,1,,,"660,524",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,-1,06:57.3,,446160_1,,,-1,06:57.3,1,,,1,,,,,,,0,,00:00.0,,,,,,,,,0,,,,0,1,,,1,0,,0,,"6,713.93",,,1,"1,481,650",,"35,360",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,-1,06:57.3,,456550_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,2,,,,"15,000","9,297.06",,1,,,"440,879",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,-1,06:57.3,,456795_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,24307,,,1,,,3648,1,1,,,,"15,000","9,403.87",,1,,,"660,003",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,-1,06:57.3,,464910_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"25,600","12,800",,1,,,"441,634",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,-1,06:57.3,,464929_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,3263,,,2,,,912,1,1,,,,"20,000","10,620.57",,1,,,"516,986",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,-1,06:57.3,,465217_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,23200,,,1,,,5566,1,1,,,,"15,000","11,108.93",,1,,,"660,282",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,-1,06:57.3,,465385_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,13944,,,1,,,2905,1,1,,,,"34,000","24,823.43",,1,,,"517,068",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,-1,06:57.3,,466170_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,8553,1,1,,,,"24,000","11,944.62",,1,,,"660,305",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,-1,06:57.3,,466196_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,3160,,,2,,,626,1,1,,,,"28,000","14,599.63",,1,,,"502,444",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,-1,06:57.3,,466332_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,26602,,,1,,,4660,1,1,,,,"35,000","24,669.01",,1,,,"660,929",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,-1,06:57.3,,479461_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,9386,,,1,,,1531,1,1,,,,"20,000","12,684.68",,1,,,"567,909",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,-1,06:57.3,,479568_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,2132,,,1,,,164,1,1,,,,"32,000","26,395.18",,1,,,"568,330",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,-1,06:57.3,,480018_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,23257,,,1,,,1970,1,1,,,,"20,000","10,407.62",,1,,,"567,537",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,-1,06:57.3,,483031_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,13963,,,1,,,1519,1,1,,,,"13,000","9,560.02",,1,,,"568,054",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,-1,06:57.3,,488638_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,3924,,,1,,,449,1,1,,,,"15,000","9,563.61",,1,,,"723,857",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,-1,06:57.3,,489315_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,15485,,,1,,,1267,1,1,,,,"18,000","9,242.66",,1,,,"507,414",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,-1,06:57.3,,490633_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,31055,,,1,,,5986,1,1,,,,"25,000","18,070.23",,1,,,"507,558",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,-1,06:57.3,,491457_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,7645,,,1,,,1951,1,1,,,,"25,000","14,647.85",,1,,,"660,481",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,-1,06:57.3,,493965_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,2,,,,1,1,,,,"13,099.09","20,000",,1,,,"441,787",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,-1,06:57.3,,495429_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,61222,,,1,,,13770,1,1,,,,"24,000","13,814.70",,1,,,"37,406",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,-1,06:57.3,,499457_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"30,000","15,000",,1,,,"447,225",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
