id,audit_modifiedBy,audit_modifiedDate,deprecato,info_idEsterno,info_idIstanzaAttivitaMassiva,info_data,audit_createdBy,audit_createdDate,info_origineInformazione,beneficiarioEstensioneBenefici,classeBenePegno,classeGaranzia,codiceIdentificativoGaranziaConsortile,codiceOriginario,concessioneEstensioneBenefici,consolidabile,consolidata,controgaranzia,coperturaGaranzia,corrispondeAllaDataCerta,dataAcquisizione,dataAtto,dataConsolidamento,dataEscussione,dataEstinzione,dataIscrizione,dataRinnovo,dataRinuncia,dataScadenza,garanziaRealeSuccessiva,numeroAtto,percentualeControgaranzia,percentualeGaranzia,periodoConsolidamento,prestataInViaSolidale,registroGenerale,registroParticolare,statoGaranzia,titolaritaBeniIpotecati,valoreAlDefault,valoreEscusso,valoreMassimoGarantito,valoreNominale,valorePrestito,valoreRivalutato,version,infoEntita_id,naturaAtto_id,posizione_id,sottotipoGaranzia_id,tipoGaranzia_id,elementoOrganizzativoConservatoria_id,contestata,escussa,prevedeSegnalazioneBI,rinnovata,valoreNominalePoziori,valoreResiduoPoziori,controgaranziaPropria,dataDeliberaControgarante,dataLiberazione,importoAccantonato,importoNonAccantonato,liberata,nomeCompletoConsorzioGaranzia,nonRinnovabile,valoreResiduo,causaleNonRinnovabilita_id,tipoEstinzioneGaranzia_id,codiceIdentificativoCaveau,codiceRiferimentoSottosistema1,codiceRiferimentoSottosistema2,codiceRiferimentoSottosistema3,codiceRiferimentoSottosistema4,codiceRiferimentoSottosistema5,dataContestazione,fondiario,materialita,numeroGaranzia,numeroPreAtto,raccolta,repertorio,solvibilita,elementoOrganizzativoFilialeOrigine_id,statoGaranziaEsteso_id,attoMutuo_id,ipotecaFrazionata,percAssetNonFinanziato,valoreAssetAGaranzia,descrizioneLineaGarantita,codiceIdentificativoControgaranzia,contattoCreditoreOriginario_id,valoreGarantito
272,-1,06:57.3,,1393213_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,5868,1,1,,,,"180,000","155,216.73",,1,,,"1,054,651",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,-1,06:57.3,,1393267_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,15688,,,1,,,1468,1,1,,,,"170,000","127,315.92",,1,,,"1,056,544",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,-1,06:57.3,,1393330_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,87620,,,1,,,12189,1,2,,,,"71,500","35,735.35",,1,,,"1,056,700",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,-1,06:57.3,,1393332_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,30579,,,1,,,3005,1,1,,,,"65,000","59,807.73",,1,,,"1,055,033",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,-1,06:57.3,,1393335_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"70,000","42,560",,1,,,"1,058,802",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,-1,06:57.3,,1393356_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"65,000","38,493.48",,1,,,"1,053,176",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,-1,06:57.3,,1393357_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,31196,,,1,,,6876,1,1,,,,"86,764.76","75,460.30",,1,,,"1,054,577",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,-1,06:57.3,,1393362_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,142448,,,1,,,8131,1,2,,,,"50,000","31,458.46",,1,,,"1,053,230",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,-1,06:57.3,,1393362_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,38853,,,1,,,19143,1,2,,,,"62,000","50,526.41",,1,,,"1,053,230",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,-1,06:57.3,,1393378_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"18,350","10,845.59",,1,,,"1,054,284",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,-1,06:57.3,,1393390_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"55,000","35,766.69",,1,,,"1,053,042",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,-1,06:57.3,,1393415_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4352,,,1,,,372,1,1,,,,"110,000","81,599.83",,1,,,"1,052,360",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,-1,06:57.3,,1393437_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,53968,,,1,,,11957,1,1,,,,"195,000","130,000",,1,,,"1,057,378",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,-1,06:57.3,,1393475_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,22536,,,1,,,3345,1,2,,,,"50,000","38,742.69",,1,,,"1,052,057",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,-1,06:57.3,,1393542_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,6933,1,1,,,,"67,669.97","56,216.97",,1,,,"1,052,220",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,-1,06:57.3,,1393587_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,274,1,1,,,,"100,000","392,323.84",,1,,,"1,052,450",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,-1,06:57.3,,1393592_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,640,,,1,,,51,1,2,,,,"50,000","50,000",,1,,,"1,057,258",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,-1,06:57.3,,1393618_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,2,,,,"200,000","174,087.71",,1,"1,481,656",,"1,060,639",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,-1,06:57.3,,1393626_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"114,503.32","105,503.22",,1,,,"1,060,225",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,-1,06:57.3,,1393667_1,,,-1,06:57.3,1,,,1,,,,,,,0,,00:00.0,,,,,,,,,0,,,,0,0,,,1,0,,0,,"80,000",,,1,"1,481,657",,"1,060,883",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,-1,06:57.3,,1393676_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,8250,1,1,,,,"550,000","400,000",,1,"1,481,658",,"1,056,280",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,-1,06:57.3,,1393676_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,12268,1,1,,,,"175,000","10,973,188",,1,"1,481,659",,"1,056,280",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,-1,06:57.3,,1393695_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,204,1,1,,,,"120,000","119,672.27",,1,,,"1,053,928",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,-1,06:57.3,,1393697_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,19150,,,1,,,2910,1,2,,,,"50,000","47,377.19",,1,,,"1,056,484",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,-1,06:57.3,,1393701_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,571,1,1,,,,"70,000","73,980.80",,1,,,"1,051,996",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,-1,06:57.3,,1393713_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,86352,,,1,,,12025,1,2,,,,"134,673.20","1,317,825.07",,1,,,"1,058,117",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,-1,06:57.3,,1393743_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,11109,1,1,,,,"71,182.54","98,700",,1,,,"1,056,764",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"1,638",27:35.1,,1393761_1,,,-1,06:57.3,1,,,2,,,0,0,0,,0,,,00:00.0,,,,00:00.0,,,00:00.0,,,,,0,,6107,1077,1,1,,,,"110,000","62,995",,7,,,"1,057,377",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,-1,06:57.3,,1393792_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,2377,1,1,,,,"105,000","74,815.89",,1,,,"1,055,538",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,"1,638",05:48.5,,1393795_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,00:00.0,00:00.0,,,00:00.0,00:00.0,,00:00.0,,15531,,,1,,,3107,1,1,,,,"52,881.59","50,000",,4,,,"1,059,426",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,-1,06:57.3,,1393797_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,3770,1,1,,,,"25,000","20,310",,1,,,"1,060,002",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,-1,06:57.3,,1393819_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,1619,1,1,,,,"100,000","64,326.33",,1,,,"1,053,385",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,-1,06:57.3,,1393888_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"260,000","168,737.33",,1,,,"1,052,067",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,-1,06:57.3,,1393898_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,10986,,,1,,,1755,1,1,,,,"54,305.97","46,381.39",,1,,,"1,059,764",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,-1,06:57.3,,1393908_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,4591,1,1,,,,"164,000","126,542",,1,,,"1,057,508",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,-1,06:57.3,,1393932_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,6262,1,1,,,,"65,000","48,000",,1,,,"1,058,651",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,-1,06:57.3,,1393942_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,2505,1,1,,,,"50,000","46,000",,1,,,"1,058,582",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,-1,06:57.3,,1393975_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,,00:00.0,,,,00:00.0,,,,,,,1,,,,1,1,,,,"100,000","77,468.54",,1,,,"1,060,175",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,-1,06:57.3,,1393988_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,10266,1,1,,,,"150,000","88,000",,1,,,"1,053,109",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,-1,06:57.3,,1393988_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"600,000","507,748.61",,1,"1,481,660",,"1,053,109",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,-1,06:57.3,,1394005_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,9655,,,1,,,1122,1,1,,,,"130,000","95,189.37",,1,,,"1,057,037",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,-1,06:57.3,,1394018_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,15851,1,1,,,,"40,000","33,530.20",,1,,,"1,054,024",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,-1,06:57.3,,1394036_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,28253,,,1,,,2455,1,1,,,,"95,000","64,853.25",,1,,,"1,057,487",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,"1,638",11:19.7,,1394062_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,00:00.0,,,00:00.0,,7915,,,1,,,751,1,2,,,,"50,000","45,081.74",,2,,,"1,052,585",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,-1,06:57.3,,1394077_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,15730,,,1,,,2414,1,1,,,,"200,000","124,332.23",,1,,,"1,060,551",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,-1,06:57.3,,1394077_2,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,15730,,,1,,,2414,1,1,,,,"200,000","124,332.23",,1,,,"1,060,551",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,-1,06:57.3,,1394093_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,706,1,1,,,,"50,000","43,271",,1,,,"1,052,496",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,-1,06:57.3,,1394129_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4835,,,1,,,440,1,1,,,,"120,000","84,740.14",,1,,,"1,056,387",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,-1,06:57.3,,1394129_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,2969,,,1,,,252,1,1,,,,"106,316.84","53,158.42",,1,,,"1,056,387",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,-1,06:57.3,,1394132_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,7206,1,1,,,,"89,404.69","120,000",,1,,,"1,057,586",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,-1,06:57.3,,1394157_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,37900,,,1,,,2798,1,1,,,,"61,052.89","95,000",,1,,,"1,058,349",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,-1,06:57.3,,1394231_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"170,000","91,645.76",,1,,,"1,059,644",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,-1,06:57.3,,1394287_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,20643,1,1,,,,"110,854.38","72,524.65",,1,,,"1,052,207",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,-1,06:57.3,,1394300_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,568,1,1,,,,"70,000","57,685.67",,1,,,"1,053,340",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,-1,06:57.3,,1394328_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,4187,1,1,,,,"45,000","28,000",,1,,,"1,056,436",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,-1,06:57.3,,1394337_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,647,,,1,,,5847,1,2,,,,"90,000","50,340.50",,1,,,"1,057,654",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,-1,06:57.3,,1394342_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,22238,,,1,,,4532,1,1,,,,"125,000","111,000",,1,,,"1,059,899",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,-1,06:57.3,,1394401_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"70,000","35,000",,1,,,"1,057,747",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,"1,362",48:34.5,,1394402_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,844,1,1,,,,"95,000","78,199.09",,5,,,"1,052,232",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,-1,06:57.3,,1394447_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,13277,,,1,,,3486,1,2,,,,"150,000","75,000",,1,,,"1,056,889",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,-1,06:57.3,,1394447_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,43926,,,1,,,12904,1,2,,,,"45,000","2,560,527",,1,,,"1,056,889",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,-1,06:57.3,,1394457_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,1386,1,1,,,,"50,000","38,727.45",,1,,,"1,052,420",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,-1,06:57.3,,1394462_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,10131,,,1,,,1775,1,1,,,,"63,335.12","50,647.43",,1,,,"1,055,282",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,-1,06:57.3,,1394469_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,22727,1,1,,,,"41,600","28,569.93",,1,,,"1,057,241",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,-1,06:57.3,,1394578_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,7121,1,1,,,,"160,000","102,187.12",,1,,,"1,052,550",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,-1,06:57.3,,1394602_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,2277,1,1,,,,"50,000","38,376.81",,1,,,"1,054,162",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,-1,06:57.3,,1394602_2,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,2278,1,1,,,,"60,000","45,922.39",,1,,,"1,054,162",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,-1,06:57.3,,1394621_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,583,1,1,,,,"56,334.65","34,261.60",,1,,,"1,053,070",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,-1,06:57.3,,1394640_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"90,000","80,787.17",,1,,,"1,055,506",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,-1,06:57.3,,1394657_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,975,1,1,,,,"43,000","30,430.99",,1,,,"1,059,981",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,-1,06:57.3,,1394669_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,6243,,,1,,,1124,1,1,,,,"38,558.72","40,000",,1,,,"1,056,110",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,-1,06:57.3,,1394690_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,19343,,,1,,,1581,1,1,,,,"45,000","36,969.91",,1,,,"1,052,774",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,-1,06:57.3,,1394707_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,4589,1,1,,,,"85,715.06","85,715.06",,1,,,"1,057,459",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,-1,06:57.3,,1394772_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,9817,1,1,,,,"52,000","36,307.65",,1,,,"1,054,030",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,"1,638",16:53.3,,1394808_1,,,-1,06:57.3,1,,,2,,,0,0,0,,0,,,,,,,00:00.0,,,00:00.0,,,,,0,,14822,3207,1,1,,,,"75,000","60,000",,3,,,"1,054,077",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,-1,06:57.3,,1394833_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,2391,1,1,,,,"31,000","31,000",,1,,,"1,055,151",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,-1,06:57.3,,1394845_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"84,000","64,925.93",,1,,,"1,053,957",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,-1,06:57.3,,1394864_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4688,,,1,,,328,1,1,,,,"50,000","36,676.08",,1,,,"1,052,212",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,-1,06:57.3,,1394920_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,15683,,,1,,,1744,1,2,,,,"120,000","120,000",,1,,,"1,058,252",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,-1,06:57.3,,1395057_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,,1,1,,,,"200,000","139,561.27",,1,,,"1,056,449",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,-1,06:57.3,,1395097_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,,00:00.0,,,,,,,,,,,1,,,692,1,1,,,,"60,000","37,500",,1,,,"1,054,113",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,-1,06:57.3,,1395141_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,,,,1,,,975,1,1,,,,"100,000","62,128",,1,,,"1,058,912",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,-1,06:57.3,,1395157_1,,,-1,06:57.3,1,,,2,,,0,1,1,,0,,00:00.0,00:00.0,00:00.0,,,,00:00.0,,,,5200,,,1,,,1323,1,1,,,,"100,000","62,282.07",,1,,,"1,058,299",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,-1,06:57.3,,1395175_1,,,-1,06:57.3,1,,,2,,,0,1,0,,0,,00:00.0,00:00.0,00:00.0,,,,,,,,4107,,,1,,,740,1,1,,,,"50,000","34,049.42",,1,,,"1,060,580",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
